carrier_id,carrier,scac,fleet_universe_count,vessel_name,imo,flag,call_sign,mmsi,teu,dwt,gross_tonnage,net_tonnage,loa_m,beam_m,year_built,shipyard,registered_owner,beneficial_owner,commercial_operator,technical_manager,fuel_propulsion,relationship_basis,deployment_origin,deployment_destination,deployment_departure,deployment_arrival,source_url,source_type,verified_as_of,notes
COMP_CMA_CGM,CMA CGM,CMDU,844,ANNE D,9404089,PT,CQEN9,255806436,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/carriers/3/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,ARICA EXPRESS,9495765,LR,D5KV6,636092697,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/carriers/3/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,ARTEMIS,9366225,LV,YLPT,275508000,966,11500,9996,4900,139.1,22.6,2007,Jiangsu Yangzijiang Shipbuilding Co,,,CMA CGM,,,Official CMA CGM fleet vessel,,,,,https://www.cmacgm-group.com/en/groupe/notre-groupe/flotte/bateaux/9366225/artemis,CMA CGM official vessel page,2026-09-07,
COMP_CMA_CGM,CMA CGM,CMDU,844,AS ALVA,9337030,LR,A8PN7,636018502,,,,,,,,,,,,,,CMA CGM schedule/service-universe association; shared vessel,,,,,https://www.linescape.com/vessels/4489/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,AS ANNE,9700251,LR,5LCT5,636093211,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/30209/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,AS FREYA,9292436,LR,D5QK3,636092837,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/5028/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,AS PETRONIA,9286786,PT,CQIT6,255806064,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/7236/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,AS PIA,9434450,AG,V2EE9,305409000,,,,,,,,,,,,,,CMA CGM schedule/service-universe association; shared vessel,,,,,https://www.linescape.com/vessels/4093/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,AS SVENJA,9410284,LR,D5PZ2,636092824,,,,,,,,,,,,,,CMA CGM schedule/service-universe association; shared across carriers,,,,,https://www.linescape.com/vessels/7227/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,ASG PORTOFINO,9229087,PW,T8A4548,511101258,,,,,,,,,,,,,,CMA CGM schedule/service-universe association; shared across carriers,,,,,https://www.linescape.com/vessels/19012/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,ASTURIANO III,9406829,PA,3E6760,352004466,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/5932/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,ATRIA,9188518,DE,DABH,211315100,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/8341/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CALYPSO,9550371,LR,D5VD2,636019574,,,,,,,,,,,,,,CMA CGM schedule/service-universe association; shared vessel,,,,,https://www.linescape.com/vessels/6333/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM A. LINCOLN,9780859,MT,9HA4969,215125000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/62123/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM ABIDJAN,9323481,MT,9HA5661,256022000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/2518/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM ADONIS,9882528,MT,9HA5583,229752000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/101357/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM ADVENTURE,9951575,MT,9HA6168,249210000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/115935/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM AFRICA FOUR,9451965,BS,C6YS9,311044100,,51619,40827,,228,38,2010,,CMA CGM S.A.,CMA CGM S.A.,CMA CGM,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/6868/,Linescape + owner/particulars cross-check,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM AFRICA ONE,9451915,BS,C6YR8,311043200,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/6733/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM AFRICA THREE,9451939,BS,C6YS8,311044200,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/6867/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM AFRICA TWO,9451927,BS,C6YR9,311043300,3650,51608,40827,24146,228,,2010,,CMA CGM S.A.,CMA CGM S.A.,CMA CGM,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/6734/,Linescape + owner/particulars cross-check,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM AGATHA,9763722,GB,,,,,25715,,,,,,CMA CGM S.A.,CMA CGM S.A.,CMA CGM,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.steamshipmutual.com/cma-cgm-agatha,P&I / owner record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM ALCAZAR,9335197,PA,3ENL3,357214000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/300/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM ALEXANDER VON HUMBOLDT,9454448,MT,9HA5017,215219000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/8333/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM ALEXANDRIA,9306483,MT,9HA3643,229824000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/carriers/3/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM ALIAGA,9323039,MT,9HA5518,229573000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/carriers/3/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM ALMAVIVA,9450648,FR,FLSU,,,,89787,,,,,,,,CMA CGM,CMA SHIPS,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.cma-cgm.com/assets/public/vessel-certificate-documents/ISSC%20CMA%20CGM%20ALMAVIVA%20EXP%202026%2012%2003%2003122021.pdf,CMA CGM / statutory certificate,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM ALTAMIRA,9961350,MT,9HA6133,249157000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/115671/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM AMAZON,9706308,MT,9HA5144,215499000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/44245/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM AMAZONIA,9938298,MT,9HA6024,256910000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/114363/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM AMBARLI,9436422,MT,9HA3788,256019000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/2405/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM AMBER,9350381,,,,,,,,,,,,,,,,,SCHEDULED_BY / SERVICE_DEPLOYMENT,Ningbo,Shanghai,2026-08-27,2026-08-29,https://www.fluentcargo.com/carriers/scac/CMDU,Carrier schedule / service deployment,2026-09-07,Do not infer ownership/management from schedule
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM AMERICA,9295971,MT,9HA5226,215651000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/2660/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM ANTIGONE,9996989,MT,9HA6384,249787000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/120451/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM APOLLON,9882516,MT,9HA5560,229685000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/99243/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM AQUILA,9410741,MT,9HA5018,215217000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/2849/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM ARCTIC,9867841,MT,9HA5601,229778000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/102822/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM ARGENTINA,9839909,MT,9HA5066,215331000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/80400/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM ARGON,9996692,MT,9HA6287,249533000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/vessels/117532/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM BAALBECK,9977713,FR,FNYJ,228478900,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/carriers/3/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM BAIKAL,9926207,MT,9HA5991,256835000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/carriers/3/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM CHAMPS ELYSEES,9839131,FR,FLZF,228386800,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/carriers/3/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM CHIWAN,9224312,BS,C6FN9,311001150,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/carriers/3/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM CHOPIN,9280603,MT,9HA3373,229488000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/carriers/3/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM CHRISTOPHE COLOMB,9453559,MT,9HA5397,215965000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/carriers/3/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM CLEVELAND,9526502,MT,,249316000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/carriers/3/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM COBALT,9996680,MT,9HA6238,249371000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/carriers/3/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM COLUMBA,9410789,MT,9HA5028,215249000,,,,,,,,,,,,,,Listed in CMA CGM commercial carrier/service universe,,,,,https://www.linescape.com/carriers/3/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM JACQUES SAADE,9839179,FR,FLZE,228386700,23112,,,,400,61,2020,CSSC Hudong / CSSC Jiangnan,CMA CGM,,CMA CGM,,LNG dual-fuel,Official CMA CGM owner/operator flagship,,,,,https://www.cmacgm-group.com/en/launching-cmacgm-jacques-saade-worlds-first-ultra-large-vessel-powered-by-lng,CMA CGM official,2026-09-07,
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM MEKONG,9718105,,,,,,,,,,,,,,,,,SCHEDULED_BY / SERVICE_DEPLOYMENT,Rotterdam,Hamburg,2026-08-26,2026-08-27,https://www.fluentcargo.com/carriers/scac/CMDU,Carrier schedule / service deployment,2026-09-07,Do not infer ownership/management from schedule
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM MONTE CRISTO,1021051,MT,,,16204,,,,366,51,2026,DSIC Tianjin Shipyard,CMA CGM Group,CMA CGM Group,CMA CGM,,Methanol dual-fuel,400th owned CMA CGM vessel,,,,,https://www.cmacgm-group.com/en/news-media/cma-cgm-takes-delivery-its-400th-owned-vessel-cma-cgm-monte-cristo,CMA CGM official,2026-09-07,
COMP_CMA_CGM,CMA CGM,CMDU,844,CMA CGM SORBONNE,9839210,,,,23000,,,,,,2021,,,,CMA CGM,,LNG dual-fuel,Official CMA CGM fleet vessel,Malta Freeport,Port Klang,2026-08-26,2026-09-11,https://www.cmacgm-group.com/en/news-media/cma-cgm-sorbonne-ninth-23000-teu-lng-powered-vessel,CMA CGM official,2026-09-07,Do not infer ownership/management from schedule
COMP_CMA_CGM,CMA CGM,CMDU,844,KOI,9461489,,,,,,,,,,,,,,,,,SCHEDULED_BY / SERVICE_DEPLOYMENT,Busan,Houston,2026-08-27,2026-09-21,https://www.fluentcargo.com/carriers/scac/CMDU,Carrier schedule / service deployment,2026-09-07,Do not infer ownership/management from schedule
COMP_CMA_CGM,CMA CGM,CMDU,844,SIGYN W,9754446,,,,,,,,,,,,,,,,,SCHEDULED_BY / SERVICE_DEPLOYMENT,Rotterdam,Runavik,2026-08-26,2026-08-29,https://www.fluentcargo.com/carriers/scac/CMDU,Carrier schedule / service deployment,2026-09-07,Do not infer ownership/management from schedule
