carrier_id,carrier,scac,fleet_universe_count,vessel_name,imo,flag,call_sign,mmsi,teu,dwt,gross_tonnage,net_tonnage,loa_m,beam_m,year_built,shipyard,registered_owner,beneficial_owner,commercial_operator,technical_manager,fuel_propulsion,relationship_basis,deployment_origin,deployment_destination,deployment_departure,deployment_arrival,source_url,source_type,verified_as_of,notes
COMP_MSC,MSC,MSCU,980,CALYPSO,9550371,LR,D5VD2,636019574,,,,,,,,,,,,,,MSC carrier-universe association; shared vessel,,,,,https://www.linescape.com/vessels/6333/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_MSC,MSC,MSCU,980,CAPE MALE,9440150,PT,CQ2700,255916271,,,,,,,,,,,,,,Listed in MSC commercial carrier/service universe,,,,,https://www.linescape.com/vessels/2428/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_MSC,MSC,MSCU,980,CAPE TAINARO,9706205,MT,9HA4463,249982000,,,,,,,,,,,,,,Listed in MSC commercial carrier/service universe,,,,,https://www.linescape.com/vessels/61703/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_MSC,MSC,MSCU,980,CATHERINE C,9969998,MT,9HA5990,256847000,8010,93787,72805,42893,272,,2024,,,,,,,Listed in MSC commercial carrier/service universe,,,,,https://www.linescape.com/vessels/113839/,Linescape + technical particulars,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_MSC,MSC,MSCU,980,CIELO DI RABAT,9141792,MA,CNA5005,242198100,,,,,,,,,,,,,,Listed in MSC commercial carrier/service universe,,,,,https://www.linescape.com/vessels/9550/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_MSC,MSC,MSCU,980,MSC ALESSIA,9987330,LR,5LWW7,636025327,,,,,,,,,,,,,,Listed in MSC commercial carrier/service universe,,,,,https://www.linescape.com/vessels/118333/,Linescape vessel / carrier universe record,2026-09-07,Carrier/service-universe evidence; does not by itself establish legal ownership.
COMP_MSC,MSC,MSCU,980,MSC JENNY II,9000742,,,,,,,,,,,,,,,,,SCHEDULED_BY / SERVICE_DEPLOYMENT,Gioia Tauro,Piraeus,,,https://www.fluentcargo.com/carriers/scac/MSCU,Carrier schedule / service deployment,2026-09-07,Do not infer ownership/management from schedule
COMP_MSC,MSC,MSCU,980,MSC KAYLA,9242637,,,,,,,,,,,,,,,,,SCHEDULED_BY / SERVICE_DEPLOYMENT,Antwerp,St Petersburg,,,https://www.fluentcargo.com/carriers/scac/MSCU,Carrier schedule / service deployment,2026-09-07,Do not infer ownership/management from schedule
COMP_MSC,MSC,MSCU,980,MSC SHANGHAI V,9231822,,,,,,,,,,,,,,,,,SCHEDULED_BY / SERVICE_DEPLOYMENT,Tekirdag,Piraeus,,,https://www.fluentcargo.com/carriers/scac/MSCU,Carrier schedule / service deployment,2026-09-07,Do not infer ownership/management from schedule
COMP_MSC,MSC,MSCU,980,MSC TARA III,9259381,,,,,,,,,,,,,,,,,SCHEDULED_BY / SERVICE_DEPLOYMENT,Shanghai,Ningbo,,,https://www.fluentcargo.com/carriers/scac/MSCU,Carrier schedule / service deployment,2026-09-07,Do not infer ownership/management from schedule
COMP_MSC,MSC,MSCU,980,MSC UTMOST VIII,9302621,,,,,,,,,,,,,,,,,SCHEDULED_BY / SERVICE_DEPLOYMENT,Sines,Caucedo,,,https://www.fluentcargo.com/carriers/scac/MSCU,Carrier schedule / service deployment,2026-09-07,Do not infer ownership/management from schedule
