Vessel ID,Vessel Name,Owner Company ID,Owner Name,IMO,Verification Status,Confidence,Verified As Of,IMO Verification URL,Fleet Source ID,Vessel Status,Notes
VESSEL_00034,Ruwais LNG H2600,COMP_ADNOC_LS,ADNOC Logistics & Services,,Pending — hull/newbuild,Pending,2026-09-07,,SRC_0066,On order / newbuild,Hull/newbuild record; no public IMO was confidently resolved in this pass.
VESSEL_00035,Ruwais LNG H2601,COMP_ADNOC_LS,ADNOC Logistics & Services,,Pending — hull/newbuild,Pending,2026-09-07,,SRC_0066,On order / newbuild,Hull/newbuild record; no public IMO was confidently resolved in this pass.
VESSEL_00036,Al Maryah,COMP_ADNOC_LS,ADNOC Logistics & Services,9393682,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9393682,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00037,AWS-Delma,COMP_AW_SHIPPING,AW Shipping,9719408,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9719408,SRC_0066,Operating,Public vessel name appears as DELMA; model retains AW Shipping fleet label. IMO added in v1.3 enrichment pass.
VESSEL_00038,AWS-Al Ain,COMP_AW_SHIPPING,AW Shipping,9916812,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9916812,SRC_0066,Operating,Public vessel name appears as AL AIN; model retains AW Shipping fleet label. IMO added in v1.3 enrichment pass.
VESSEL_00039,AWS-Zakher,COMP_AW_SHIPPING,AW Shipping,9916824,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9916824,SRC_0066,Operating,Public vessel name appears as ZAKHER; model retains AW Shipping fleet label. IMO added in v1.3 enrichment pass.
VESSEL_00040,AWS-Rabdan,COMP_AW_SHIPPING,AW Shipping,9916836,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9916836,SRC_0066,Operating,Public vessel name appears as RABDAN; model retains AW Shipping fleet label. IMO added in v1.3 enrichment pass.
VESSEL_00041,AWS-Al Salam,COMP_AW_SHIPPING,AW Shipping,9923085,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9923085,SRC_0066,Operating,Public vessel name appears as AL SALAM; model retains AW Shipping fleet label. IMO added in v1.3 enrichment pass.
VESSEL_00042,AWS-Baynounah,COMP_AW_SHIPPING,AW Shipping,9923097,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9923097,SRC_0066,Operating,Public vessel name appears as BAYNOUNAH; model retains AW Shipping fleet label. IMO added in v1.3 enrichment pass.
VESSEL_00043,Meera,COMP_AW_SHIPPING,AW Shipping,1066908,IMO populated — checksum valid,High,2026-09-07,https://system.new-vessels.com/Ship-23878060-.html,SRC_0066,Newbuild / delivery program,IMO added in v1.3 enrichment pass.
VESSEL_00044,Dana,COMP_AW_SHIPPING,AW Shipping,,Pending — newbuild identity,Pending,2026-09-07,,SRC_0066,Newbuild / delivery program,No public IMO was confidently resolved in this pass.
VESSEL_00045,Al Ghadeer,COMP_AW_SHIPPING,AW Shipping,,Pending — newbuild identity,Pending,2026-09-07,,SRC_0066,Newbuild / delivery program,No public IMO was confidently resolved in this pass.
VESSEL_00046,Rimah,COMP_AW_SHIPPING,AW Shipping,,Pending — newbuild identity,Pending,2026-09-07,,SRC_0066,Newbuild / delivery program,No public IMO was confidently resolved in this pass.
VESSEL_00047,Umm Al Lulu I,COMP_ADNOC_LS,ADNOC Logistics & Services,9494204,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9494204,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00048,Al Samha,COMP_ADNOC_LS,ADNOC Logistics & Services,9380324,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9380324,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00049,Bani Yas,COMP_ADNOC_LS,ADNOC Logistics & Services,9487249,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9487249,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00050,Diyyinah I,COMP_ADNOC_LS,ADNOC Logistics & Services,9487251,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9487251,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00051,Mezaira'a,COMP_ADNOC_LS,ADNOC Logistics & Services,9487275,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9487275,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00052,Yamilah-III,COMP_ADNOC_LS,ADNOC Logistics & Services,9487263,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9487263,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00053,Navig8 Honor,COMP_NAVIG8,Navig8,9556181,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9556181,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00054,Navig8 Martinez,COMP_NAVIG8,Navig8,9482847,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9482847,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00055,Navig8 Messi,COMP_NAVIG8,Navig8,9482859,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9482859,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00056,Navig8 Montiel,COMP_NAVIG8,Navig8,9482861,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9482861,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00057,Abu Dhabi-III,COMP_ADNOC_LS,ADNOC Logistics & Services,9489027,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9489027,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00058,Liwa V,COMP_ADNOC_LS,ADNOC Logistics & Services,9489039,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9489039,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00059,Al Bateen,COMP_ADNOC_LS,ADNOC Logistics & Services,9828376,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9828376,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00060,Al Falah,COMP_ADNOC_LS,ADNOC Logistics & Services,9828388,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9828388,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00061,Al Ruwais,COMP_ADNOC_LS,ADNOC Logistics & Services,9828405,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9828405,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00062,Al Khtam,COMP_ADNOC_LS,ADNOC Logistics & Services,9823534,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9823534,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00063,Yong Jiang (Gas Yongjiang),COMP_AW_SHIPPING,AW Shipping,1013834,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/1013834,SRC_0066,Delivered / operating,IMO added in v1.3 enrichment pass.
VESSEL_00064,Min Jiang,COMP_AW_SHIPPING,AW Shipping,1013846,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/1013846,SRC_0066,Newbuild / delivery program,IMO added in v1.3 enrichment pass.
VESSEL_00065,Al Bayraq,COMP_AW_SHIPPING,AW Shipping,,Pending — newbuild identity,Pending,2026-09-07,,SRC_0066,Newbuild / delivery program,No public IMO was confidently resolved in this pass.
VESSEL_00066,Alhosn,COMP_AW_SHIPPING,AW Shipping,,Pending — newbuild identity,Pending,2026-09-07,,SRC_0066,Newbuild / delivery program,No public IMO was confidently resolved in this pass.
VESSEL_00067,Al Aryam,COMP_AW_SHIPPING,AW Shipping,,Pending — newbuild identity,Pending,2026-09-07,,SRC_0066,Newbuild / delivery program,No public IMO was confidently resolved in this pass.
VESSEL_00068,Al Saad,COMP_AW_SHIPPING,AW Shipping,,Pending — newbuild identity,Pending,2026-09-07,,SRC_0066,Newbuild / delivery program,No public IMO was confidently resolved in this pass.
VESSEL_00069,Al Muzn,COMP_AW_SHIPPING,AW Shipping,,Pending — newbuild identity,Pending,2026-09-07,,SRC_0066,Newbuild / delivery program,No public IMO was confidently resolved in this pass.
VESSEL_00070,Al Taair,COMP_AW_SHIPPING,AW Shipping,,Pending — newbuild identity,Pending,2026-09-07,,SRC_0066,Newbuild / delivery program,ADNOC L&S fleet sheet currently spells this newbuild Al Tair. No public IMO was confidently resolved in this pass.
VESSEL_00071,Al Sila,COMP_AW_SHIPPING,AW Shipping,,Pending — newbuild identity,Pending,2026-09-07,,SRC_0066,Newbuild / delivery program,No public IMO was confidently resolved in this pass.
VESSEL_00072,Janana,COMP_ADNOC_LS,ADNOC Logistics & Services,9034236,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9034236,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00073,ADNOC L&S molten sulphur newbuild,COMP_ADNOC_LS,ADNOC Logistics & Services,,No IMO assigned in model — unnamed newbuild,Pending,2026-09-07,,SRC_0066,On order / newbuild,Unnamed newbuild placeholder; an IMO cannot be reliably assigned until the vessel identity is published.
VESSEL_00074,Jarnain,COMP_ADNOC_LS,ADNOC Logistics & Services,9823546,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9823546,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00075,Tarif,COMP_ADNOC_LS,ADNOC Logistics & Services,9828390,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9828390,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00076,Navig8 Precision,COMP_NAVIG8,Navig8,9831294,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9831294,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00077,Navig8 Prestige,COMP_NAVIG8,Navig8,9831309,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9831309,SRC_0066,Operating,Public vessel databases / USCG use NAVIG8 PRESTIGE JKB. IMO added in v1.3 enrichment pass.
VESSEL_00078,Navig8 Perseverance,COMP_NAVIG8,Navig8,9853266,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9853266,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00079,Navig8 Passion,COMP_NAVIG8,Navig8,9853278,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9853278,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00080,Navig8 Promise,COMP_NAVIG8,Navig8,9791298,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9791298,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00081,Navig8 Prosperity,COMP_NAVIG8,Navig8,9855496,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9855496,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00082,Navig8 Pride LHJ,COMP_NAVIG8,Navig8,9947366,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9947366,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00083,Navig8 Wolf,COMP_NAVIG8,Navig8,9935301,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9935301,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00084,Navig8 Providence,COMP_NAVIG8,Navig8,9947378,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9947378,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00085,Leicester,COMP_ADNOC_LS,ADNOC Logistics & Services,9792266,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9792266,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00086,Hili,COMP_ADNOC_LS,ADNOC Logistics & Services,9851830,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9851830,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00087,Zakum,COMP_ADNOC_LS,ADNOC Logistics & Services,9851842,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9851842,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00088,Barakah,COMP_ADNOC_LS,ADNOC Logistics & Services,9902615,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9902615,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00089,Hafeet,COMP_ADNOC_LS,ADNOC Logistics & Services,9928009,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9928009,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00090,Habshan,COMP_ADNOC_LS,ADNOC Logistics & Services,9928011,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9928011,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00091,Arzanah,COMP_ADNOC_LS,ADNOC Logistics & Services,9928023,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9928023,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00092,Al Bahyah,COMP_ADNOC_LS,ADNOC Logistics & Services,9937799,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9937799,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00093,Navig8 Universe,COMP_NAVIG8,Navig8,9489106,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9489106,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00094,Navig8 Constellation,COMP_NAVIG8,Navig8,9489118,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9489118,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00095,Navig8 Grace,COMP_NAVIG8,Navig8,9833656,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9833656,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00096,Navig8 Gallantry,COMP_NAVIG8,Navig8,9833668,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9833668,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00097,Navig8 Guard,COMP_NAVIG8,Navig8,9833670,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9833670,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00098,Navig8 Guide,COMP_NAVIG8,Navig8,9833682,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9833682,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00099,Navig8 Goal,COMP_NAVIG8,Navig8,9853216,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9853216,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00100,Navig8 Gauntlet,COMP_NAVIG8,Navig8,9853228,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9853228,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00101,Navig8 Gladiator,COMP_NAVIG8,Navig8,9853230,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9853230,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00102,Navig8 Gratitude,COMP_NAVIG8,Navig8,9853242,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9853242,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00103,Navig8 Excel,COMP_NAVIG8,Navig8,9973901,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9973901,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00104,Navig8 Exceed,COMP_NAVIG8,Navig8,9973913,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9973913,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00105,Navig8 Express,COMP_NAVIG8,Navig8,9976874,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9976874,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00106,Navig8 Excellence,COMP_NAVIG8,Navig8,9976886,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9976886,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00107,Navig8 Estelle,COMP_NAVIG8,Navig8,9973925,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9973925,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00108,Navig8 Executive,COMP_NAVIG8,Navig8,9973937,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9973937,SRC_0066,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00109,BYD Explorer No.1,COMP_ZODIAC,Zodiac Maritime,9955181,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9955181,SRC_0091,Operating,IMO was already present in v1.2 and revalidated.
VESSEL_00110,BYD Changzhou,COMP_ZODIAC,Zodiac Maritime,9955076,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9955076,SRC_0091,Operating,IMO was already present in v1.2 and revalidated.
VESSEL_00111,BYD Hefei,COMP_BYD,BYD Company / BYD Auto,9999565,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9999565,SRC_0091,Operating,IMO was already present in v1.2 and revalidated.
VESSEL_00112,BYD Zhengzhou,COMP_BYD,BYD Company / BYD Auto,9999577,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9999577,SRC_0091,Operating,IMO was already present in v1.2 and revalidated.
VESSEL_00113,BYD Shenzhen,COMP_BYD,BYD Company / BYD Auto,9993963,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9993963,SRC_0092,Operating,IMO was already present in v1.2 and revalidated.
VESSEL_00114,BYD Xi'an,COMP_BYD,BYD Company / BYD Auto,9993975,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9993975,SRC_0095,Operating,IMO was already present in v1.2 and revalidated.
VESSEL_00115,BYD Changsha,COMP_BYD,BYD Company / BYD Auto,9993949,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9993949,SRC_0093,Operating,IMO was already present in v1.2 and revalidated.
VESSEL_00116,BYD Jinan,COMP_BYD,BYD Company / BYD Auto,9993951,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9993951,SRC_0094,Operating,IMO was already present in v1.2 and revalidated.
VESSEL_00117,SINOKOR NIIGATA,COMP_SINOKOR,SINOKOR Merchant Marine,9209908,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9209908,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
VESSEL_00118,MEREDITH VICTORY,COMP_SINOKOR,SINOKOR Merchant Marine,9455959,IMO populated — checksum valid,High,2026-09-07,https://www.vesselfinder.com/vessels/details/9455959,SRC_0102,Operating,IMO added in v1.3 enrichment pass.
