Source ID,Publisher,Source Note,URL,Checked As Of,Source Type
SRC_0026,www.cevalogistics.com,,https://www.cevalogistics.com/en/news-and-media/newsroom/press-release/ceva-unveils-high-performance-logistics-hub-in-perth,2026-09-07,Official / primary source
SRC_0027,www.cevalogistics.com,,https://www.cevalogistics.com/en/news-and-media/newsroom/press-release/ceva-warehouse-dubai-2026,2026-09-07,Official / primary source
SRC_0028,www.cevalogistics.com,,https://www.cevalogistics.com/en/news-and-media/newsroom/press-release/cma-cgm-to-acquire-fedex-supply-chain-north-america,2026-09-07,Official / primary source
SRC_0029,www.cevalogistics.com,,https://www.cevalogistics.com/en/news-and-media/newsroom/press-release/patrick-moebel-appointed-chief-executive-officer,2026-09-07,Official / primary source
SRC_0030,www.cmacgm-group.com,,https://www.cmacgm-group.com/en/group/governance,2026-09-07,Official / primary source
SRC_0031,www.cmacgm-group.com,,https://www.cmacgm-group.com/en/news-media/annual-financial-results-2025,2026-09-07,Official / primary source
SRC_0032,www.dpworld.com,,https://www.dpworld.com/en/about-us/leadership/uae/ahmad-al-hassan,2026-09-07,Official / primary source
SRC_0033,www.dpworld.com,,https://www.dpworld.com/en/about-us/leadership/yuvraj-narayan,2026-09-07,Official / primary source
SRC_0034,www.dpworld.com,,https://www.dpworld.com/en/investors/annual-report-2025,2026-09-07,Official / primary source
SRC_0035,www.fincantieri.com,,https://www.fincantieri.com/en/group/governance/corporate-bodies-and-management/bod/pierroberto-folgiero,2026-09-07,Official / primary source
SRC_0036,www.fincantieri.com,,https://www.fincantieri.com/en/newsroom/press-releases/2026/fincantieri-secures-first-us-navy-contract-for-lsm-program,2026-09-07,Official / primary source
SRC_0037,www.fincantieri.com,,https://www.fincantieri.com/en/newsroom/press-releases/2026/fincantieri-strengthens-the-u212-nfs-program-with-new-technologies-advanced-services-and-accelerated-delivery-schedule,2026-09-07,Official / primary source
SRC_0038,www.fincantieri.com,,https://www.fincantieri.com/en/newsroom/press-releases/2026/first-half-2026-results-approved,2026-09-07,Official / primary source
SRC_0039,www.gulftainer.com,,https://www.gulftainer.com/about-us/,2026-09-07,Official / primary source
SRC_0040,www.gulftainer.com,,https://www.gulftainer.com/news/releases/gulftainer-unveils-global-trade-infrastructure-strategy-to-build-one-of-the-middle-easts-largest-integrated-logistics-ecosystems/,2026-09-07,Official / primary source
SRC_0041,www.gulftainer.com,,https://www.gulftainer.com/news/releases/gulftainer_unveils_aldhaid_trade_corridor/,2026-09-07,Official / primary source
SRC_0042,www.pdports.co.uk,,https://www.pdports.co.uk/locations/,2026-09-07,Official / primary source
SRC_0043,www.peelports.com,,https://www.peelports.com/port-locations/,2026-09-07,Official / primary source
SRC_0044,www2.apmterminals.com,,https://www2.apmterminals.com/en/news/news-releases/2026/260320-APMTerminals-lazaro-cardenas-announces-investment-PhaseII,2026-09-07,Official / primary source
SRC_0045,CMA CGM Group,Q1 2026 results; fleet and air cargo,https://www.cmacgm-group.com/en/news-media/first-quarter-2026-financial-results,2026-09-07,Official / primary source
SRC_0046,CMA CGM Group,CMA CGM AIR CARGO fleet and A350F order,https://www.cmacgm-group.com/en/group-and-vision/our-activities/air-freight,2026-09-07,Official / primary source
SRC_0047,A.P. Moller - Maersk,Q1 2026 review; dual-fuel fleet and orderbook,https://investor.maersk.com/static-files/7a6a7475-6b35-4597-9675-3dc9c97141c8,2026-09-07,Official / primary source
SRC_0048,Maersk,"Eight 18,600 TEU newbuilds at New Times Shipbuilding",https://www.maersk.com/es-mx/news/articles/2026/02/09/maersk-orders-eight-large-vessels-deployment-flexibility/,2026-09-07,Official / primary source
SRC_0049,Maersk,Maersk Air Cargo network and owned-hub proposition,https://www.maersk.com/transportation-services/air-freight,2026-09-07,Official / primary source
SRC_0050,MSC,MSC fleet/network and group profile,https://www.msc.com/en/about-us,2026-09-07,Official / primary source
SRC_0051,MSC,MSC CEO profile,https://www.msc.com/en/about-us/management/soren-toft,2026-09-07,Official / primary source
SRC_0052,MSC,TiL ownership / terminal portfolio,https://www.msc.com/de/newsroom/news/2019/may/msc-increases-its-stake-in-til-and-welcomes-singapores-gic-as-a-new-shareholder-of-til,2026-09-07,Official / primary source
SRC_0053,COSCO SHIPPING Lines,COSCO SHIPPING Lines fleet and network,https://world.lines.coscoshipping.com/home/About/about/Profile,2026-09-07,Official / primary source
SRC_0054,COSCO SHIPPING,Group fleet by segment,https://expo.lines.coscoshipping.com/expo/about,2026-09-07,Official / primary source
SRC_0055,COSCO SHIPPING Ports,Ports business,https://ports.coscoshipping.com/en/,2026-09-07,Official / primary source
SRC_0056,Evergreen Marine,Evergreen global service footprint,https://www.evergreen-marine.com/tuf1/ad/2022a/index.html,2026-09-07,Official / primary source
SRC_0057,Evergreen Marine,2023 fleet classes / operating fleet,https://csr.evergreen-marine.com/pdf/csr-policy-report/Evergreen_CSR_2023.pdf?v=202409,2026-09-07,Official / primary source
SRC_0058,AD Ports Group,GFS ownership increased to 81%,https://www.adportsgroup.com/en/news-and-media/2026/06/24/ad-ports-group-increases-ownership-in-global-feeder-shipping,2026-09-07,Official / primary source
SRC_0059,Noatum,Noatum integration into AD Ports Group,https://www.noatum.com/en/about-noatum/,2026-09-07,Official / primary source
SRC_0060,United Global Ro-Ro,UGR fleet list,https://www.ugrlines.com/fleet,2026-09-07,Official / primary source
SRC_0061,A.P. Moller - Maersk,2017 cyber attack update,https://investor.maersk.com/news-releases/news-release-details/cyber-attack-update,2026-09-07,Official / primary source
SRC_0062,A.P. Moller - Maersk,2017 NotPetya impact and business units affected,https://investor.maersk.com/static-files/0ed2b2c8-518c-48ce-b009-c7b06308ad71,2026-09-07,Official / primary source
SRC_0063,Suez Canal Authority,Suez Canal historical timeline,https://www.suezcanal.gov.eg/English/About/SuezCanal/Pages/CanalHistory.aspx,2026-09-07,Official / primary source
SRC_0064,www.msc.com,,https://www.msc.com/en/about-us/msc-group,2026-09-07,Official / primary source
SRC_0065,www.noatum.com,,https://www.noatum.com/en/,2026-09-07,Official / primary source
SRC_0066,ADNOC Logistics & Services,Fleet sheet; 900+ owned/chartered/operated vessels and 112-vessel shipping fleet,https://adnocls.ae/-/media/LS/Fleet%20Sheet/ADNOC%20LS%20Fleet%20Sheet%20Eng%20Dec%202026,2026-09-07,Official / primary source
SRC_0067,ADNOC Logistics & Services,Leadership,https://www.adnocls.ae/en/about-us/leadership,2026-09-07,Official / primary source
SRC_0068,ADNOC Logistics & Services,"Four 175,000 m3 LNG carriers ordered at Jiangnan; delivery 2029",https://adnocls.ae/en/news-and-media/press-releases/2026/four-new-carriers/,2026-09-07,Official / primary source
SRC_0069,ADNOC Logistics & Services,USD1.3bn acquisition: six VLCCs and five VLGCs,https://www.adnocls.ae/en/news-and-media/press-releases/2026/strengthens-fleet-with-11-new-vessels,2026-09-07,Official / primary source
SRC_0070,ADNOC Logistics & Services,"Sixth Jiangnan 175,000 m3 LNG carrier",https://adnocls.ae/en/news-and-media/press-releases/2026/al-taweelah-delivery-of-sixth-next-generation-lng-carrier,2026-09-07,Official / primary source
SRC_0071,ADNOC Logistics & Services,AW Shipping VLGC fleet; Jiangnan,https://www.adnocls.ae/en/news-and-media/press-releases/2023/adnoc_ls-expands-its-shipping-fleet,2026-09-07,Official / primary source
SRC_0072,ADNOC Logistics & Services,Samsung HI and Hanwha Ocean LNG newbuilds,https://www.adnocls.ae/en/news-and-media/press-releases/2024/adnoc_ls-plc-expands-lng-carrier-fleet,2026-09-07,Official / primary source
SRC_0073,ADNOC Logistics & Services,AW Shipping VLEC fleet; first delivery,https://adnocls.ae/en/news-and-media/press-releases/2025/first-very-large-ethane-carrier,2026-09-07,Official / primary source
SRC_0074,Bahri,Q2 2026 fleet 107 owned / 109 operated,https://www.bahri.sa/en/news-insights/news-insight/2026/bahri-reports-record-net-profit-of-sar-2-75-billion-for-q2-2026/,2026-09-07,Official / primary source
SRC_0075,Bahri,Executive management,https://www.bahri.sa/en/about-bahri/executive-management/,2026-09-07,Official / primary source
SRC_0076,Bahri,Two LNG dual-fuel RoCon newbuilds plus two options at Jingling Shipyard,https://www.bahri.sa/en/news-insights/news-insight/2026/bahri-line-announces-newbuild-program-for-dual-fuel-lng-powered-rocon-vessels/,2026-09-07,Official / primary source
SRC_0077,Bahri,2025 annual report fleet mix and newbuilds,https://www.bahri.sa/media/go4a3eke/bahri-ar25_english-final-to-tadawul.pdf,2026-09-07,Official / primary source
SRC_0078,Bahri,Q1 2026 newbuild orderbook,https://www.bahri.sa/en/news-insights/news-insight/2026/bahri-reports-first-quarter-2026-results-with-net-profit-of-sar-2-15-billion/,2026-09-07,Official / primary source
SRC_0079,Nakilat,40-vessel newbuild orderbook,https://nakilat.com/2026/07/21/nakilat-achieves-qar-857-million-net-profit-for-the-first-half-of-2026/,2026-09-07,Official / primary source
SRC_0080,Nakilat,Shipyard split for 40-vessel newbuild program,https://investors.nakilat.com/English/why-invest/history-and-milestones/default.aspx,2026-09-07,Official / primary source
SRC_0081,Nakilat,2025 annual report / CEO,https://www.nakilat.com/ar2025/,2026-09-07,Official / primary source
SRC_0082,Milaha,2025 annual report,https://www.milaha.com/sites/default/files/2026-02/Milaha-Annual-Report-2025-EN.pdf,2026-09-07,Official / primary source
SRC_0083,Milaha,Executive management,https://www.milaha.com/en/executive-management,2026-09-07,Official / primary source
SRC_0084,Milaha,Executive roles,https://www.milaha.com/sites/default/files/2026-02/Milaha%20Corporate%20Governance%20Report%202025.pdf,2026-09-07,Official / primary source
SRC_0085,QatarEnergy,Existing LNG transport fleet of 69 vessels,https://www.qatarenergy.qa/en/MarketingAndTrading/Marketing/Pages/DeliveringToCustomers.aspx,2026-09-07,Official / primary source
SRC_0086,QatarEnergy,128-vessel LNG fleet expansion program,https://www.qatarenergy.qa/en/MediaCenter/Publications/QatarEnergy_Investors_Presentation_November_2025.pdf,2026-09-07,Official / primary source
SRC_0087,QatarEnergy,Governance and President & CEO,https://www.qatarenergy.qa/en/WhoWeAre/Governance/Pages/default.aspx,2026-09-07,Official / primary source
SRC_0088,QatarEnergy,Rex Tillerson and Nakilat charter milestones,https://www.qatarenergy.qa/en/MediaCenter/Publications/%E2%80%8BQatarEnergy%20Annual%20Review%202024.pdf,2026-09-07,Official / primary source
SRC_0089,BYD,BYD Explorer No.1 maiden voyage,https://www.bydglobal.com/sites/Satellite?c=BydArticle&cid=1617162471147&d=Touch&pagename=BYD_EN%2FBydArticle%2FBYD_ENCommon%2FArticleDetails,2026-09-07,Official / primary source
SRC_0090,AutoNewGen,Eight-vessel BYD dedicated car-carrier fleet and IMO numbers,https://www.autonewgen.com/insights/byd-global-fleet/byd-global-fleet-report-vessel-positions-routes-and-export-network-update-august-10-2026.html,2026-09-07,Secondary / specialist
SRC_0091,Offshore Energy,"BYD 7,000 CEU ships; Zodiac-chartered duo; GSI newbuilds",https://www.offshore-energy.biz/byd-takes-delivery-of-new-7000-ceu-lng-dual-fuel-car-carrier/,2026-09-07,Secondary / specialist
SRC_0092,Deltamarin,"BYD Shenzhen 9,200 CEU PCTC",https://deltamarin.com/references/pctc/byd-9200ceu-class-jlz/,2026-09-07,Official / primary source
SRC_0093,Deltamarin,"BYD Changsha 9,200 CEU PCTC",https://deltamarin.com/references/pctc/byd-9200ceu-class-cmhi/,2026-09-07,Official / primary source
SRC_0094,Deltamarin,"BYD Jinan 9,200 CEU PCTC",https://deltamarin.com/references/pctc/byd-jinan/,2026-09-07,Official / primary source
SRC_0095,Deltamarin,"BYD Xi'an 9,200 CEU PCTC",https://deltamarin.com/references/pctc/byd-xian/,2026-09-07,Official / primary source
SRC_0096,ZIM,Q2 2026 fleet and 40-vessel charter orderbook,https://investors.zim.com/news/news-details/2026/ZIM-Reports-Strong-Results-for-the-Second-Quarter-of-2026-Benefiting-from-its-Leading-Transpacific-Position-Agile-Commercial-Approach-and-Efficient-Cost-Structure/default.aspx,2026-09-07,Official / primary source
SRC_0097,ZIM,"Ten 11,500 TEU LNG dual-fuel newbuild charters",https://investors.zim.com/news/news-details/2025/ZIM-Announces-New-Long-Term-Chartering-Agreements-for-Ten-11500-TEU-LNG-Dual-Fueled-Vessels/default.aspx,2026-09-07,Official / primary source
SRC_0098,ZIM,Eli Glickman departure / notice period,https://investors.zim.com/news/news-details/2026/ZIM-Announces-CEO-Departure/default.aspx,2026-09-07,Official / primary source
SRC_0099,SINOKOR,"Operating fleet, routes and offices",https://www.sinokor.co.kr/en/,2026-09-07,Official / primary source
SRC_0100,SINOKOR,Company overview and representative directors,https://www.sinokor.co.kr/en/Intro.html,2026-09-07,Official / primary source
SRC_0101,SINOKOR,Representative directors,https://www.sinokor.co.kr/en/CEO-Greeting.html,2026-09-07,Official / primary source
SRC_0102,SINOKOR,Named vessel list and technical specifications,https://www.sinokor.co.kr/en/Vessel-Info.html,2026-09-07,Official / primary source
SRC_0103,bp Shipping Limited,"2024 company filing; 48 international oil, LNG and supply vessels baseline",https://www.bp.com/api/files/6cqieuqhq4no/master/6uMehkBnVdf817fCsOxs9Y/45bdf9a093a43ad78b4016543e248dfb/bp-shipping-limited-2024.pdf,2026-09-07,Official / primary source
SRC_0104,bp,Murray Auchincloss CEO appointment,https://www.bp.com/content/dam/bp/business-sites/en/global/corporate/pdfs/news-and-insights/press-releases/murray-auchincloss-appointed-bp-chief-executive-officer.pdf,2026-09-07,Official / primary source
SRC_0105,Chevron,Chevron Shipping operations and Asia Excellence,https://www.chevron.com/what-we-do/energy/transportation/shipping,2026-09-07,Official / primary source
SRC_0106,Chevron,Corporate leadership,https://www.chevron.com/who-we-are/leadership,2026-09-07,Official / primary source
SRC_0107,ExxonMobil,SeaRiver Maritime and International Marine Transportation entities,https://corporate.exxonmobil.com/global-legal-pages/our-privacy-policies/data-privacy-code-of-conduct,2026-09-07,Official / primary source
SRC_0108,ExxonMobil,Darren Woods Chairman & CEO,https://corporate.exxonmobil.com/news/corporate-news/2026-annual-shareholder-meeting,2026-09-07,Official / primary source
SRC_0109,Performance Shipping,P. Long Beach 24-month charter to SeaRiver Maritime,https://pshipping.com/news/news-performance-shipping-inc-secures-two-year-time-charter-contract-m-t-p-long-beach-us30500-day?page=3,2026-09-07,Company / primary source
SRC_0110,Reuters,Exxon booked Largo Eagle and Nord Ventura via Vitol for U.S.-Australia fuel movement,https://www.reuters.com/business/energy/exxon-send-its-first-fuel-shipment-us-gulf-coast-australia-sources-say-2026-03-04/,2026-09-07,Reuters / media
SRC_0111,BC Ferries,Fleet and regular route assignments,https://www.bcferries.com/on-the-ferry/our-fleet,2026-09-07,Official / primary source
SRC_0112,BC Ferries,Route network / destinations,https://www.bcferries.com/routes-fares/discover-route-map,2026-09-07,Official / primary source
SRC_0113,BC Ferries,Fiscal 2026 cancellations and capacity-utilization reporting,https://www.bcferries.com/web_image/hcb/h55/9091176857630.pdf,2026-09-07,Official / primary source
SRC_0114,Washington State Ferries,21-ferry fleet overview,https://wsdot.wa.gov/travel/washington-state-ferries/ferries-terminals/about-our-fleet,2026-09-07,Official / primary source
SRC_0115,Washington State Ferries,Route network and current ferry operations,https://wsdot.wa.gov/travel/washington-state-ferries,2026-09-07,Official / primary source
SRC_0116,Washington State Ferries,FY2025 cancellation-performance categories,https://wsdot.wa.gov/sites/default/files/2026-01/Ferries-Report-FY2025PerformanceMeasures.pdf,2026-09-07,Official / primary source
SRC_0117,Washington State Ferries,Weekly operating statistics and cancellations,https://apps.wsdot.wa.gov/travel/washington-state-ferries/about-us/weekly-update,2026-09-07,Official / primary source
SRC_0118,Washington State Ferries,Calendar 2025 ridership and reliability,https://wsdot.wa.gov/about/news/2026/state-ferry-ridership-rises-nearly-1-million-2025-full-domestic-service-returns-cancellations-plunge,2026-09-07,Official / primary source
SRC_0119,Alaska Marine Highway System,"Fleet and 3,500-mile marine-highway overview",https://dot.alaska.gov/amhs/fleet.shtml,2026-09-07,Official / primary source
SRC_0120,Alaska Marine Highway System,Routes and communities,https://dot.alaska.gov/amhs/route.shtml,2026-09-07,Official / primary source
SRC_0121,Alaska Marine Highway System,Current vessel service / overhaul status,https://dot.alaska.gov/amhs/fleet/fleet_status.shtml,2026-09-07,Official / primary source
SRC_0122,Marine Atlantic,Newfoundland-Nova Scotia ferry routes,https://www.marineatlantic.ca/sailing-information/sailing-routes,2026-09-07,Official / primary source
SRC_0123,Marine Atlantic,Passenger/commercial fleet,https://www.marineatlantic.ca/onboard-experience/our-fleet,2026-09-07,Official / primary source
SRC_0124,Marine Atlantic,Sailing utilization and scheduled/actual departure data,https://www.marineatlantic.ca/commercial-services/sailing-traffic-information,2026-09-07,Official / primary source
SRC_0125,P&O Ferries,"Dover-Calais, Hull-Rotterdam and Cairnryan-Larne route network",https://www.poferries.com/en/routes,2026-09-07,Official / primary source
SRC_0126,DFDS,European passenger-ferry routes,https://www.dfds.com/en/passenger-ferries/ferry-crossings,2026-09-07,Official / primary source
SRC_0127,MOL Sunflower,Kansai-Kyushu ferry network,https://www.ferry-sunflower.co.jp/en/,2026-09-07,Official / primary source
SRC_0128,MOL Sunflower,Osaka-Beppu timetable and vessel capacity,https://www.ferry-sunflower.co.jp/en/route/osaka-beppu/time/,2026-09-07,Official / primary source
SRC_0129,2GO Travel,Philippine inter-island sailing schedule and vessel assignments,https://2go.com.ph/travel/book/sailing-schedule/,2026-09-07,Official / primary source
SRC_0130,2GO Travel,31 Mar 2026 voyage advisory / operational concern,https://2go.com.ph/travel/advisories/travel-advisory-as-of-march-27-2027/,2026-09-07,Official / primary source
SRC_0131,2GO Travel,11 Apr 2026 voyage advisory / operational concern,https://2go.com.ph/travel/advisories/travel-advisory-as-of-april-11-2026/,2026-09-07,Official / primary source
SRC_0132,ASDP Indonesia Ferry,Public fleet register and route/tariff framework,https://www.asdp.id/kapal,2026-09-07,Official / primary source
SRC_0133,Star Ferry,"Hong Kong ferry routes, service notices and electric-ferry tender",https://www.starferry.com.hk/,2026-09-07,Official / primary source
SRC_0134,Arab Bridge Maritime,"Aqaba-Nuweiba passenger, vehicle and freight ferry services",https://www.abmaritime.com.jo/?lang=en,2026-09-07,Official / primary source
SRC_0135,Arab Bridge Maritime,Government ownership and seven-vessel fleet statement,https://www.abmaritime.com.jo/about/?lang=en,2026-09-07,Official / primary source
SRC_0136,Arab Bridge Maritime,Aqaba-Nuweiba daily schedule,https://cms.abmaritime.com.jo/node/34,2026-09-07,Official / primary source
SRC_0137,Arab Bridge Maritime,Fleet names and New Aqaba passenger capacity,https://www.abmaritime.com.jo/fleet/newaqaba/?lang=ar,2026-09-07,Official / primary source
SRC_0138,AD Ports Group,Safaga-NEOM ferry operations and Red Sea passenger-terminal integration,https://www.adportsgroup.com/en/news-and-media/2026/05/19/ad-ports-group-launches-cruise-and-ferry-terminal-services-in-egypt,2026-09-07,Official / primary source
SRC_0139,SeaLink Kangaroo Island,Current car/passenger ferry fleet and capacity,https://www.sealink.com.au/kangaroo-island/our-ferries/,2026-09-07,Official / primary source
SRC_0140,SeaLink Kangaroo Island,Cape Jervis-Penneshaw timetable,https://www.sealink.com.au/kangaroo-island/timetable/,2026-09-07,Official / primary source
SRC_0141,SeaLink Kangaroo Island,Ruwi commissioning incident and service-transition delay,https://www.sealink.com.au/kangaroo-island/news/important-update-on-the-timing-for-new-kifs/,2026-09-07,Official / primary source
SRC_0142,Fullers360,Auckland ferry timetables and travel alerts,https://www.fullers.co.nz/timetables-and-fares/,2026-09-07,Official / primary source
SRC_0143,Fullers360,Waiheke weekly service-frequency information,https://www.fullers.co.nz/news-updates/customer-updates/2025-10/fullers360-ferry-services-move-to-summer-timetable-from-monday-20-october/,2026-09-07,Official / primary source
SRC_0144,CalMac Ferries,Route-level reliability and punctuality reporting,https://corporate.calmac.co.uk/en-gb/about-us/performance-reports/route-performance/,2026-09-07,Official / primary source
SRC_0145,Great Lakes St. Lawrence Seaway System,"System dimensions, lock counts, travel distances and cargo history",https://greatlakes-seaway.com/en/the-seaway/facts-figures/,2026-09-07,Official / primary source
SRC_0146,Great Lakes St. Lawrence Seaway System,2026 Seaway Handbook / regulations and navigation requirements,https://greatlakes-seaway.com/en/commercial-shipping/seaway-handbook/,2026-09-07,Official / primary source
SRC_0147,Great Lakes St. Lawrence Seaway System,2026 Welland Canal notices and operational restrictions,https://greatlakes-seaway.com/en/news-and-information/notices/notices-to-shipping-welland-canal/,2026-09-07,Official / primary source
SRC_0148,U.S. Army Corps of Engineers,2026 Soo Locks opening / seasonal navigation,https://www.lrd.usace.army.mil/News/News-Releases/Display/Article/4429668/soo-locks-to-open-for-2026-shipping-season/,2026-09-07,Official / primary source
SRC_0149,American Great Lakes Ports Association / Martin Associates,19 U.S. and 22 Canadian ports modeled in Great Lakes economic impact work,https://www.greatlakesports.org/wp-content/uploads/2024/03/2023-Chicago-v2-9-13-23.pdf,2026-09-07,Official / primary source
SRC_0150,American Great Lakes Ports Association,Current public-port member framework and regional port role,https://www.greatlakesports.org/members/port-members/,2026-09-07,Official / primary source
SRC_0151,Duluth Seaway Port Authority,"Duluth-Superior terminals, rail, shipyard and multimodal facilities",https://duluthport.com/business/port-operations-and-facilities/,2026-09-07,Official / primary source
SRC_0152,CSL,"Canada Steamship Lines, CSL Americas, CSL Australia and global divisions / joint ventures",https://cslships.com/our-divisions-and-joint-ventures/,2026-09-07,Official / primary source
SRC_0153,CSL,"Global fleet by region, including 17 Great Lakes/St. Lawrence and 15 Australia/Asia vessels",https://cslships.com/global-fleet/,2026-09-07,Official / primary source
SRC_0154,CSL,Current CSL executive and commercial leadership,https://cslships.com/meet-our-team/,2026-09-07,Official / primary source
SRC_0155,Algoma Central Corporation,"Great Lakes/St. Lawrence fleets, international self-unloaders and fleet-renewal program",https://www.algonet.com/fleets/,2026-09-07,Official / primary source
SRC_0156,Interlake Steamship Company,Named Great Lakes fleet and capacity,https://www.interlake-steamship.com/our-fleet/,2026-09-07,Official / primary source
SRC_0157,Interlake Steamship Company,2026 season: full fleet of 11 commercial vessels and 20m+ tons expected,https://interlake-steamship.com/media/newsroom/,2026-09-07,Official / primary source
SRC_0158,CN / Great Lakes Fleet,"Great Lakes Fleet cargo routes, self-unloading capability and CN rail connectivity",https://www.cn.ca/-/media/Files/Our-Business/Brochure/CN-Great-Lakes-Fleet-brochure-en.pdf?la=en,2026-09-07,Official / primary source
SRC_0159,Fednav,130+ dry-bulk carriers and Great Lakes/St. Lawrence-to-global operations,https://www.fednav.com/our-fleet,2026-09-07,Official / primary source
SRC_0160,McKeil Marine,"Great Lakes/St. Lawrence, East Coast and Canadian Arctic marine services",https://mckeil.com/,2026-09-07,Official / primary source
SRC_0161,Mainstay Maritime,"Current Great Lakes marine group, American Steamship, Grand River Navigation, Andrie history and management",https://www.mainstaymaritime.com/who-we-are,2026-09-07,Official / primary source
SRC_0162,Mainstay Maritime,Current operating entities and Great Lakes locations,https://www.mainstaymaritime.com/locations,2026-09-07,Official / primary source
SRC_0163,Cruise the Great Lakes,"2026: seven cruise lines, ten ships, 800+ port visits, 23,000+ passengers forecast",https://www.cruisethegreatlakes.com/news/cruise-the-great-lakes-forecasts-record-growth-in-2026/,2026-09-07,Official / primary source
SRC_0164,Victory Cruise Lines,2026 Great Lakes itineraries using Victory I and Victory II,https://victorycruiselines.com/voyages,2026-09-07,Official / primary source
SRC_0165,Pearl Seas Cruises,2026 Great Lakes season aboard Pearl Mist,https://www.pearlseascruises.com/media/page/pearl-seas-cruises-opens-2026-cruise-season,2026-09-07,Official / primary source
SRC_0166,Viking,"Great Lakes Collection itinerary including Soo Locks, Duluth, Thunder Bay and Toronto",https://www.vikingcruises.com/expeditions/cruise-destinations/great-lakes-canada/great-lakes-collection/index.html,2026-09-07,Official / primary source
SRC_0167,Michigan EGLE,"2023 ballast-water report containing Great Lakes vessel name, owner/operator, IMO, flag and vessel type",https://www.michigan.gov/egle/-/media/Project/Websites/egle/Documents/Programs/WRD/Ballast-Water/2023-report.pdf,2026-09-07,Government / regulator
SRC_0168,CSL,Current cement-ship fleet and Eureka Shipping / Tamarack relationship,https://cslships.com/fleet/cement-ships/,2026-09-07,Official / primary source
SRC_0169,Maritime Optima,Nukumi IMO/MMSI identity,https://maritimeoptima.com/public/vessels/pages/imo%3A9914711/mmsi%3A316048137/NUKUMI.html,2026-09-07,Secondary vessel registry / AIS
SRC_0170,Maritime Optima,Tamarack IMO/MMSI identity,https://maritimeoptima.com/public/vessels/pages/imo%3A1037153/mmsi%3A316041965/TAMARACK.html,2026-09-07,Secondary vessel registry / AIS
SRC_0171,Algoma Central Corporation,Algoma East Coast official specification sheet,https://www.algonet.com/wp-content/uploads/2025/04/Algoma-East-Coast_Spec-Sheet.pdf,2026-09-07,Official / primary source
